URL,Source Code,Project Description,How its Made
https://ethglobal.com/showcase/zkapollo-wygag,https://github.com/sitthaveet/zkApollo,"RWAs Tokenization promises the next wave of financial revolution. However, we still lack a standard way to verify the reserves backing the RWA tokens. Since TradFi players are joining the Mina ecosystem (eg. Mirae Asset Financial Group and Copper), we believe zkApollo can be the solution to verify the reserve for RWA tokenized securities, supporting the mission of Proof of Everything.","Our AppChain was built on ProtoKit (a framework for building privacy-enabled application chains) on Mina blockchain L1. It's zkapp with the SDK called ""o1js"".
We can fetch the data via any API from custodians provided by the off-chain data to bring the data into the runtime module.
The frontend was written in NextJS and testing is using jest test runner."
https://ethglobal.com/showcase/auditgpt-0fti1,https://github.com/arvindbr95/ethglobal-singapore,"AuditGPT is an AI agent that helps you audit your smart contracts before deployment, giving you recommendations on how to resolve any potential vulnerabilities.","This project uses NextJS for the Frontend, with a Express + MongoDB backend. For the AI Agent, we used a LangChain and OpenAI based agent deployed on IPFS via Phala Network. We forked the Near CLI to modify the deployment command and add the audit flag. Finally, for the Nextblocks explorer, we used a chrome extension to display a verified badge if the contract has been audited."
https://ethglobal.com/showcase/defold-hz1sv,https://github.com/ishaan-chadha1/singapore-frontend,"DeFold enables users to securely upload their sequenced genomic data on-chain and list it on a marketplace where interested buyers can run compute queries over it without accessing the underlying data. This project emerged in response to recent data breaches, like the 23andMe incident which affected 7 million people, highlighted the need for more secure genomic data infrastructure. DeFold aims to bridge the funding gap between academia and the biotech industry by creating a resource distribution pipeline. It allows researchers to monetize their sequenced data, sustaining their research independently while fostering innovation. By providing a secure, decentralized marketplace for genomic data, DeFold establishes a symbiotic relationship between academia and the startup ecosystem, accelerating breakthroughs in personalized medicine and genetic research while maintaining data privacy and data security.","Authentication:
For authentication DeFold leverages @worldcoin for proof of humanity which allows them to login, Users are greeted with playful Nouns artwork upon successful authentication."
https://ethglobal.com/showcase/stakeschedule-g6jda,https://github.com/lennardevertz/ethSingapore2024,"This Calendar app is an enables users to create and manage calendars onchain. Users can define calendars by specifying a stake amount and call length, setting the terms for scheduling appointments. Other users can schedule appointments with calendar owners by staking the required amount and selecting a desired date and time. Calendar owners have the ability to confirm or deny attendance for scheduled appointments, keeping control over their schedules. Users can view their scheduled and received appointments in a dedicated section, with appointments sorted by date and time for easy tracking. The app includes a feature for users to withdraw their available stakes, displaying the balance from the smart contract's balances mapping. Denied calls (no-shows) move the staked amount of the scheduler to the balance of the contract owner, which incentivises users to only schedule calls they will actually attend.
The provided frontend is a gridview displaying all functionalities of the calendar contract.","It is a super simple project withut much magic involved. We used React for the frontend, ethers for contract interactions, deployed the contract on Sepolia with Remix, and used tailwind for basic styling of the app. We did not run into any major difficulties.
Unfortunately, none of the sponsor bounties are relevant to this POC. We could have deployed on chains that are sponsoring, but it would be purely for the sake of the bounty, which is why we decieded to stay away from it."
https://ethglobal.com/showcase/projectg-jdgc8,https://github.com/ProjectG-ETHGlobal,"This project is an advanced supply chain management solution. Our platform leverages blockchain technology - Gnosis + Rootstock to ensure transparency, traceability, and efficiency in your supply chain operations and Subgraph to aggregate live Supply Chain data.
Advantages of Project G :","This project uses Gnosis + Rootstock for base operations. This project heavily relies on Graph for all Data Aggregation and Visualisations.
A Subgraph is added to index to all the Supply Chain events for an Order, different Users, Order Status Change. Project G would support any Shipment Provider like DHL, FedEx."
https://ethglobal.com/showcase/reputify-nk8r7,https://github.com/JasonYapzx/reputify,"Reputify is a decentralized prediction market platform that integrates smart contracts and a user-friendly frontend. Users log in with external wallets like MetaMask or Phantom, and upon registering, they receive tokens. The app allows users to make their own predictions or upvote/downvote others' predictions, staking tokens in a collective pool. Once a prediction's outcome is determined, rewards are distributed based on the result. If the prediction is correct, the predictor earns tokens and upvoters reclaim a portion of their staked tokens. If wrong, the predictor receives nothing, and upvoters lose their stake, while downvoters are rewarded. Reputify incentivizes users to share and support accurate predictions, fostering a token-based reputation system.","Reputify leverages multiple cutting-edge technologies to create a seamless Web3 experience. On the backend, Hedera Token Service was used to deploy the token smart contracts, enabling users to stake and earn tokens within the prediction market. Additionally, Hedera File Service and Hedera Smart Contract Service were utilized to deploy another layer of smart contracts, ensuring decentralized and secure execution of platform functionalities."
https://ethglobal.com/showcase/data-sanctuary-r2woj,https://github.com/TheDARKFURY/Data_Sanctuary,"Data Sanctuary is a decentralized file storage and management platform that provides users with a secure and reliable way to store their critical files and data. It integrates with Metamask, a popular web3 wallet, to make the process of uploading and storing files as simple and easy as possible. The platform utilizes the light house storage API to store files on IPFS-Filecoin, which ensures the persistence and security of the stored data.","This project was built using Metamask Snaps for connecting to FILSnap and then approving before doing any activities such as Uploading a File, Fetching Notifications, and Sending Messages.
While uploading the file I have used Light house storage and for sending the message and fetching the notification I have used PUSH Notification service. All the contracts required here are deployed on Hyperspace and the frontend is built using ReactJS."
https://ethglobal.com/showcase/0xmnipresent-yviwj,https://github.com/imanishbarnwal/0xmnipresent,"Our project offers a chain-agnostic NFT minting solution, allowing users to mint NFTs and pay gas fees using tokens from different blockchains. This eliminates the need for native tokens, providing a seamless and user-friendly experience for creators and collectors across multiple networks. With cross-chain compatibility and enhanced accessibility, we simplify the NFT ecosystem and drive broader adoption.","Our chain-agnostic NFT minting solution was built with a focus on flexibility, scalability, and user experience. The project integrates cutting-edge technologies to enable cross-chain transactions, with Hyperlane being the core cross-chain messaging protocol. Here's a breakdown of how we built it:"
https://ethglobal.com/showcase/trend-p3r89,https://github.com/Web3Rizzards/trend,"Trend introduces a decentralized social layer for fitness apps, allowing users to verify their workout achievements through on-chain attestations. Powered by Sign Protocol, users can create verifiable proof of completed workouts, such as running or cycling with their peers. By recording these activities on-chain, Trend enables composability with other decentralized systems, like reputation protocols, allowing users to build a verified fitness track record that transcends individual platforms. This decentralized approach adds trust and flexibility to fitness data, enabling a richer social experience for users while maintaining privacy and control over their information.","Trend leverages Sign Protocol to power its attestation layer, enabling decentralized verification of fitness activities. Attestations are stored on-chain, ensuring the data is immutable and composable with other protocols, such as decentralized reputation systems. Smart contracts, written in Solidity, handle the attestation issuance and verification process. By using open standards, Trend enables fitness apps to easily integrate this decentralized social layer, while ensuring data privacy, scalability, and interoperability with Web3 ecosystems."
https://ethglobal.com/showcase/geist-x3fur,https://github.com/debuggingfuture/geist,ETHGlobal SG 24 Submission | Presentation,"We host websites preview on IPFS encrypted behind our gateway website.
Users are required to visit gateway and sign with wallet to for access. With CCIP protocol, we deployed a Hybrid resolver which is able to resolve both on and off chain data. The resolver will resolve encrypted hash at TXT record of target domain and attach token to custom gateway for authentication. UI Gateway will redirect user given derypted ipfs hash response if user is whitelisted."
https://ethglobal.com/showcase/squidl-psquk,https://github.com/engowl/squidl,"Squidl.me is a platform designed to give individuals and businesses total control over their payments and financial transactions. By using stealth addresses, Squidl ensures that every transaction is private and untraceable. With custom static payment links that double as ENS addresses, users can easily receive payments in crypto or fiat without exposing their identities or financial data.
The platform offers seamless integration with various blockchain networks, including Ethereum, BSC, Morph, Linea, and Flow EVM, allowing users to accept a wide range of payment options. Additionally, credit card payments are converted to USDC and bridged to BSC, ensuring both convenience and privacy. Squidl also features the ability to bridge funds to the Oasis Sapphire network, where transactions become completely untraceable, adding an extra layer of security.
Squidl’s flexibility extends to asset transfers as well, supporting the private transfer of NFTs, soulbound tokens, and liquidity tokens. With its easy-to-use interface, unified dashboard, and powerful SDK for developers, Squidl is the go-to platform for anyone looking to manage payments with privacy, flexibility, and control.","Our double-blind stealth address system guarantees that no third party, including us as developers, can ever know of the existence of any stealth address, or the financial value stored in these stealth addresses, marking a breakthrough in EVM privacy that rivals Bitcoin’s silent payment wallets."
https://ethglobal.com/showcase/izanami-6uk7u,https://github.com/hollow-leaf/izanami/,"Izanami is an innovative tool that leverages AI and community insights to evaluate blockchain addresses. It uses a large language model (LLM) to categorize users based on various dimensions, securely storing all data on the blockchain. Users can decrypt their identity and engage in group voting, creating a unique social persona verified by the community. This persona evolves with each interaction, allowing users to express different facets of their personality in various social contexts. Izanami helps users make informed decisions by providing detailed evaluations and personalized insights.",Izanami is built using a combination of state-of-the-art technologies.
https://ethglobal.com/showcase/starkboost-3ejxn,https://github.com/frgpy/Singapore,"Star User is the Only Dust of users. This under-collateralized lending protocol leverages the on-chain reputation on Starknet to give a credit score and open a dynamic credit line to small and loyal users, allowing them to borrow $STRK, encourage active participation in governance by wrapping $STRK, and improve activity on Starknet thanks to their actions.",FRONTEND
https://ethglobal.com/showcase/jitliq-network-m2cw1,https://github.com/JITLiq,"JIT Liquidity Network is a scalable liquidity layer that delivers cross-chain liquidity just-in-time without locking assets. By solving requests instantly and allowing users to keep using their assets, it maximizes liquidity efficiency across chains. This approach reduces fragmentation and ensures fast, seamless transfers without delays or trust assumptions.","JIT Liquidity Network consists of solver nodes written in Golang, using libp2p for gossip and attestation of orders. The nodes listen to events from the entrypoint, locking the solver’s stake if the task is not completed. Solvers prepare the destination bridge call, pulling the approved amount. Once completed, a Layer Zero event releases the stake and distributes fees and refunds. The contracts are deployed on Base, Arbitrum, and Flow"
https://ethglobal.com/showcase/xnft-sys01,https://github.com/MattyAB/tlsn_twitter,We have built a way to prove on-chain how many twitter followers a user has using TLSNotary. This produces a soulbound NFT that proves how many twitter followers a user has.,"TLSNotary allows Web2 requests (and responses) to be proven. Whilst making a request, a proof of this request is made using MPC between the webserver and a third party, and this guarantees the request and response that happened. This proof can then be verified in Rust."
https://ethglobal.com/showcase/p2p-cash-1jspx,https://github.com/UniqSoftTech/p2p-cash,"QuickPay is a crypto-to-fiat payment system designed for expats and tourists to interact seamlessly with local merchants, solving the challenges of needing local bank accounts or cash.  In this hackathon, we developed a web-based mobile app for both users and agents, where agents manually handle transactions to enhance the user experience. Offering lower fees than cards, it’s a decentralized, mobile-first solution adaptable across countries.","Built on the Flow blockchain, it integrates with existing systems using QR codes, enabling payments without additional hardware or crypto knowledge for merchants. QuickPay leverages Dynamic/Metamask for wallet management, Chainlink for currency conversion, and Worldcoin for KYC compliance."
https://ethglobal.com/showcase/rebirth-of-humanity-xqvgm,https://github.com/ethsingapore-roh/roh-game,AI Agent:,"Our project uses React and Node.js to build the core functionality, while leveraging the Replicate API to power Flux, the AI model responsible for generating dynamic storylines and decision-making. We integrated Wagmi for handling Web3 interactions, and Dynamic serves as the Web3 wallet for seamless user authentication and secure asset management."
https://ethglobal.com/showcase/artstock-grypg,https://github.com/wariomx/Artstock/,"Artstock will revolutionize the art market by tokenizing physical art: a more transparent and secure way to buy and sell art. Artstock makes possible the tracking of provenance and authenticity of art pieces through curators, therefore making it easier to verify the authenticity of art pieces. Artstock also features a secondary market for art pieces, allowing for the trading of art pieces in a secure and transparent manner.","Artstock will revolutionize the art market by tokenizing physical art: a more transparent and secure way to buy and sell art. Artstock makes possible the tracking of provenance and authenticity of art pieces through curators, therefore making it easier to verify the history of artworks. Artstock also features a secondary market for art, allowing for the trading of art pieces in a secure and transparent manner. The physical items have to be held by a guardian in order to go through careful curation, before they can be traded on our market using an escrow smart contract. The token can be redeemed for physical delivery at any time."
https://ethglobal.com/showcase/nounspilot-vyw3q,https://github.com/mordochi/NounsPilot,"NounsPilot is a cutting-edge platform designed to help users maximize the utility of their assets through optimized DeFi strategies. By analyzing a user's portfolio, it identifies the most effective ways to enhance returns. For instance, if a user is already utilizing a restaking service, NounsPilot can recommend additional platforms to further deposit stacked tokens, maximizing the potential for rewards.","NounsPilot leverages a robust combination of advanced technologies and APIs to deliver a seamless and powerful DeFi experience. By integrating 1inch's Dev Portal APIs, the platform ensures precise portfolio analysis with real-time balance and token information. Circle's USDC integration enables smooth financial transactions within the platform, while LayerZero's bridging capabilities allow for seamless cross-chain token transfers, enhancing interoperability across multiple blockchains."
https://ethglobal.com/showcase/telegram-dao-bot-xwwyy,https://github.com/ethglobal,"Collective of people that want to order Internet together cheaply. Potential further development: DAO that wants to stake together, buy energy together, or organic food.",© 2024 ETHGlobal. All rights reserved.
https://ethglobal.com/showcase/power-clash-c9gmt,https://github.com/RamanS1819/Power-Clash/,"This project is a decentralized Dynamite-Alien-Cockroach-Water wave-Sponge ( a variation of Rock-Paper-Scissor) game built on top of Mina Protocol using the ZKnoid SDK and ProtoKit. The backend is powered by the o1js library, implementing secure game logic and state management. PowerClash integrates zk proofs to ensure move privacy and verify fairness without revealing sensitive data.
A commit-reveal scheme is employed for each move, guaranteeing that players cannot alter their choices after seeing their opponent's move, thus reinforcing trust in the game's integrity. The game utilizes Mina's succinct blockchain to efficiently store game states and manage player interactions.
The frontend, built with TypeScript and React, provides an intuitive and interactive interface.
Key features include:","Partner Technologies:
•	zknoid SDK and Protokit allowed for easy integration of zk proofs, lobby creation, match making, significantly reducing the complexity of incorporating zero-knowledge components.
•	Mina Protocol provided the ideal environment for deploying zk-based decentralized applications, benefiting from its lightweight and privacy-focused approach."
https://ethglobal.com/showcase/sp1demo-1gona,https://github.com/zkzoomer/sp1demo,"SP1 is a performant and ""clean"" zkVM running a (slightly modified) RISC-V ISA implemented in Rust by Succinct Labs. Succinct offer a hosted compute solution, Succinct Prover Network. At Frontiers 2024, Succinct demonstrated verification of real Ethereum blocks, costing to the order of a cent.","SP1 is a performant and ""clean"" zkVM running a (slightly modified) RISC-V ISA implemented in Rust by Succinct Labs. Succinct offer a hosted compute solution, Succinct Prover Network. At Frontiers 2024, Succinct demonstrated verification of real Ethereum blocks, costing to the order of a cent."
https://ethglobal.com/showcase/sniper-va6c6,https://github.com/MusubiLabs/sniper,Sniper is an AI companion designed to improve personal productivity and growth.,Sniper uses advanced multimodal AI to detect user’s focus state and provide real-time guidance.
https://ethglobal.com/showcase/cross3-8xc9h,https://github.com/ChainxLabs/Cross3,"Cross3 is an Onchain Social Layer for Decentralized Portfolio Pages and Payments, All in Portfolios.",React.js
https://ethglobal.com/showcase/zkscholar-yiqo9,https://github.com/joshuan98/eth-global ,"Project Name: ZkScholar
Project Overview:
ZkScholar is a decentralized platform that transforms the way financial aid is distributed to students. Built on blockchain technology, the platform employs zero-knowledge proofs (zk-SNARKs) to ensure that students can apply for financial aid securely, while their personal and financial information remains completely private. By integrating World ID for identity verification and Mina Protocol for privacy-preserving computations, ZkScholar eliminates the inefficiencies, privacy concerns, and security risks associated with traditional financial aid systems.
The platform also leverages Circle's USDC to provide near-instant, conditional disbursements to students' wallets. With a fully on-chain process, ZkScholar ensures transparency and accuracy in the management and distribution of student aid funds while protecting user data.
Problem:
Each year, over $250 billion in financial aid is distributed to students through outdated, bureaucratic systems that are slow, cumbersome, and insecure. Students must submit sensitive personal and financial information to multiple institutions, risking data breaches. Additionally, the process for determining aid eligibility is often slow, and disbursement of funds can be delayed, affecting students’ ability to manage their finances and continue their education.
Solution:
ZkScholar introduces a streamlined, fast, and private way for students to apply for financial aid. Using zk-SNARKs technology, the platform allows students to submit proof of financial need without revealing sensitive data. Colleges can set financial aid criteria, and the platform uses zero-knowledge proofs to match students with qualifying financial aid options without exposing personal information.
ZkScholar ensures a transparent yet private verification process where:
Colleges set their aid criteria using a simple UI, and can only see anonymized results of student eligibility.
Students submit their financial data through a privacy-preserving mechanism and receive feedback on their aid eligibility in real time.
How it Works:
Colleges Set Aid Criteria: Colleges log into ZkScholar using World ID for secure authentication. They then define their financial aid criteria, which can include financial need, academic performance, geographic location, or other custom factors.","For ZkScholar's frontend, we used Material UI and typescript. For our login process, we used Worldcoin's World IDs for decentralized and secure identity verification. Following that, we made stored and queries on-chain data on Mina Protocol using Protokit, which served as the backend and database for ZkScholar's application. After USDC is disbursed, we want to provide a seamless process to convert USDC tokens to fiat through our smart-routing protocol that quickly identifies and pieces together the best conversion route across all decentralized apps. The smart contract that simulated the swap was deployed on Ethereum Sepolia using nodes from Infura, and we deployed the contract using Hardhat. We then used ethers.js to allow our frontend to interact with the blockchain."
https://ethglobal.com/showcase/price-game-aqhys,https://github.com/liubosdzl33/ethsg-cryptopricegame,"The game leverages Worldcoin for identity verification to ensure that only humans (no bots) can participate, enhancing fairness. We use Chainlink and Pyth oracles to securely and accurately confirm the crypto price at a specific, predetermined time.","To build the architecture for the crypto price prediction game, we need several Web3 tools and technologies to handle smart contracts, identity verification, data oracles, and front-end integration. Here's a breakdown of what we used:"
https://ethglobal.com/showcase/mini-safe-mztrv,https://github.com/EthGlobalSing/mini-safe-core,Live demo: https://t.me/MiniSafeBot,Smart contract
https://ethglobal.com/showcase/notsoawesomeproject-wnarn,https://github.com/shanzson/TheOtherSideofAwesome,Not so Awesome Project zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,Not so Awesome Project zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
https://ethglobal.com/showcase/pump-delight-drmbz,https://github.com/Tsatsch/pump.delight,"Pump.Delight is a platform that enables users to coordinate and execute pumps for meme coins. By gathering a community of like-minded crypto enthusiasts, the platform helps users strategically buy specific meme coins to drive up their value. Pump.Delight provides real-time alerts, market analysis, and social coordination tools to maximize the impact of each pump, helping users make the most out of short-term market movements in the meme coin space.","Pump.Delight uses a combination of real-time data aggregation and community-driven coordination tools. The platform connects to major crypto exchanges to monitor and analyze meme coin performance in real-time. It also integrates with social media channels and messaging platforms to allow seamless communication between users. For the backend, it uses a robust framework built to handle high traffic during pump events, and the frontend is designed to be simple and intuitive, allowing users to participate in pumps with just a few clicks."
https://ethglobal.com/showcase/xchain-investments-4fu2t,https://github.com/kamalbuilds/xchain-Investments/,"XChain Pool Investments is a decentralized platform designed to modernize community-based investments with advanced blockchain integrations, private bidding, and cross-chain functionalities. The platform allows participants to join pools, make contributions, and bid on funds, maintaining privacy and minimizing biases.",© 2024 ETHGlobal. All rights reserved.
https://ethglobal.com/showcase/alphahook-rqd6q,https://github.com/CJ42/ethsingapore-hackathon-2024,"In Uniswap V3, fees are set for a given pool. Therefore, when a pair becomes more or less risky for liquidity providers, the fees can't be adjust and they have to manually withdraw and deposit to the pool with the right fees. Moreover, the current architecture allows only 4 - discrete - pools fees: 0.01%, 0.05%, 0.3% and 1%.",Our project is based on the Uniswap V4 template. We have create a custom hook contract which computes the fees according to different variables.
https://ethglobal.com/showcase/minion-ik1uc,https://github.com/SpectreMercury/Minion,"Minion is a smart wallet designed for mass adoption, supporting iOS, Android, web app, and Telegram. It leverages AI to analyze on-chain liquidity pools, staking pools, and other financial data, helping users select trading strategies tailored to their holdings and experience. By utilizing data from The Graph Protocol—such as pool_id, timestamp, pairs, liquidity, 24h trading volume, fee rates, prices, and APY—Minion's AI makes optimal degen decisions based on your wallet and trading history. After each trade, users can choose to donate to the Freedom of Press foundation, with a shareable banner provided for social media.","Minion was built with a focus on accessibility, scalability, and seamless user experience, leveraging several key technologies:"
https://ethglobal.com/showcase/nomnompay-a3n7z,https://github.com/0xAkuti/nomnompay,"NomNomPay is an AI-powered social payment app built on Telegram, utilizing Circle's programmable wallet for seamless and enjoyable peer-to-peer payments in USDC.","The project is written in python and based on python-telegram-bot to create the bot backend. Every user that signs up get assigned a smart contract wallet created via Circles developer controlled wallets. The user can send transactions via natural language which is parsed by GPT into a json schema that can be used in code. This setup supports sending to telegram usernames, ens names and wallet addresses. Users can mention a currency which will automatically be converted to USDC based on the current rates, e.g., Send 100k dong to @alice will result in a transaction to the wallet address of @alice with 4.07 USDC (100000 VND). Users are presented with a confirmation message showing which transaction would be executed. Splitting payments between multiple users is also supported via natural language, e.g. Split 20$ between @bob and alice.eth will send 10 USDC to each user.
When users have their wallets on different chains, a cross-chain transfer using Circles CTTP will automatically be used without any special user interaction. For the user it works like any other transfer receiving just takes a bit longer than usual. The multiple transactions required are run automatically in the backend.
Users receive notifications on incoming payments after they are confirmed by utilizing webhook and Circles notification system.
Wallets can be funded easily by a generated payment link/qr code following EIP681 to make sure the user sends the expected token on the correct chain."
https://ethglobal.com/showcase/gacha-hook-0qd8p,https://github.com/andrew1004aa/24-singapore-eth-global-hook-project,Problem 1: High Entry Barriers,"For our project, we used the Uniswap Base Hook template as a foundation. We implemented a custom beforeInitialized function to ensure that the trading pairs adhere to specific rules. Additionally, we created an afterSwap function to verify the swapper's balance and integrated Chainlink VRF to generate true random numbers, enabling NFT redemption for the swapper. To enhance the user experience, we incorporated CCIP, allowing swappers and traders to seamlessly bridge assets to another chain after the swap, ensuring smoother cross-chain functionality."
https://ethglobal.com/showcase/zkelect-31ho6,https://github.com/anvats/zkElect,zkElect: Redefining Elections & Surveys with Blockchain and Zero-Knowledge Proofs ⚡️,"I developed ZkElect using MACI, leveraging Cairom circuits along with multiple SDKs and frameworks. The platform allows users to submit their votes on-chain without revealing their choices. The front end is built with Next.js, and the smart contracts are written in Solidity. I've also integrated the Optimism Sepolia network, with all deployed contract addresses provided. The entire codebase is hosted in a GitHub repository."
https://ethglobal.com/showcase/airbots-040yk,https://github.com/NotJohn04/airdao-telegram-bot,"Our product is an all-in-one Telegram bot designed to empower crypto traders with advanced, real-time data and seamless transaction functionality. It offers users the ability to gather valuable insights about any token by simply providing the token’s address. With its connection to the GeckoTerminal API, users can access up-to-the-minute data on a vast range of cryptocurrencies, making it easier to make informed trading decisions.","Our project is built on a robust set of modern technologies that come together to create a seamless, real-time trading and token creation experience, all within a simple Telegram bot interface. At the core of the project is the Telegram Bot Framework, powered by node-telegram-bot-api. This framework allows the bot to interact with Telegram’s API, handling user inputs, executing token swaps, and sending important alerts. The bot operates in real-time, processing commands and executing backend API calls based on the information users provide. It acts as the central interface through which users can manage their token-related activities."
https://ethglobal.com/showcase/streetcredits-io-avhq3,https://github.com/0xMailMan/street-credits,This project will be deployed on Hedera Testnet and features a design language borrowed from NounsDAO. The intention is to help generate a NFT onchain whenever an user successfully attends a Luma Event.,This project used Hedera's HTS and NounsDAO's design assets. HTS made it easy to mint NFTs on Hedera Network. We first checked out Luma's API documentations here: https://docs.lu.ma/reference/getting-started-with-your-api and looked at the data we can request off of Luma. Next we created a script that mints an NFT on Hedera where its attributes are dependent on the event details and the ratio of checked-in users to total number of approved users for any particular event.
https://ethglobal.com/showcase/proof-of-ivan-xznxf,https://github.com/AgorismLabs/shiny-chainsaw,"I want mainnet scaled. Ask vitalik.eth about zk stuff in mainnet (or other scaling solutions that are not smart wallets or more L2s) when you see him please. I'm also focusing on BitTensor Rao game testnet right now which is more important, innovations really happen in BitTensor while Ethereum is just VC money poored into L2 and other weird stuff.","My hackerhouse mates didn't make it easy and work events took much time. I failed to connect with a good team and my idea came late and I'm writing this while watching vitalik movie. Whatever, I'll come to Bangkok better prepped."
https://ethglobal.com/showcase/filebeam-4g61n,https://github.com/rk-rishikesh/FILBeam,💡 The opportunity,"FileBeam uses Filecoin and IPFS as its decentralized storage layer, using Axelar for cross-chain messaging to allow data to be stored from dApps across various chains such as Linea, Hedera and Flow. FileBeam is integrated with the Dynamic Wallet to unlock economic flows for data management."
https://ethglobal.com/showcase/teleblackjack-1kwfn,https://github.com/evanjw2/telegram-bot,"This project works on building a telegram bot that allows users to play blackjack on it. It is one of the most popular casino card games worldwide and the objective of the game is for players to have a hand value as close to 21 as possible without exceeding it, competing against a dealer. This app serves as a way to learn more about the game and also have a go at playing it.","It uses a GameHandler class that is responsible for managing instances of a Blackjack game in a Telegram bot. This structure is helpful when managing multiple games across different chats in Telegram. Each game is identified by a unique ID or chat, and the Singleton pattern ensures that the game state is consistent throughout the bot’s operation. bot.py sets up and runs a Telegram bot that interacts with users to play Blackjack. The bot is flexible, supporting both webhook and polling for update handling, and uses job scheduling to maintain the state of games by cleaning up stale ones. The logging system ensures comprehensive tracking of bot operations and errors, while the configuration file makes it easy to adjust settings without changing the code."
https://ethglobal.com/showcase/taskify-kuo2c,https://github.com/akhemraj/ethglobalSG-easytasks,"This project enables users to connect with others to efficiently outsource or assist with routine tasks, leveraging the security and transparency of blockchain technology and smart contracts. By integrating these decentralized technologies, the platform ensures trust and accountability between users.","This project utilizes a modern tech stack, featuring Solidity for Smart Contracts,  React for the frontend, Node.js for the backend, and MongoDB for data storage. In addition, we leverage The Graph for querying blockchain data from smart contracts. On the Web3 side, Worldcoin is integrated to verify users, ensuring a secure and decentralized identity layer. User onboarding and wallet integration is handled by Dynamic, providing seamless crypto wallet functionality. We have used Circle's Web3 services for contract deployment and management"
https://ethglobal.com/showcase/consulaite-75z9b,https://github.com/YD811/consulaite,"Consulaite is an intelligent assistant designed to help CEOs and decision-makers in the fast-paced crypto and Web3 sectors choose the right tools, platforms, or services to implement their ideas. The AI takes into account the CEO’s requirements—such as features, budget, and technical constraints—and suggests a curated selection of solutions from a vast dataset of crypto/Web3 companies and tools. By doing so, it saves time, reduces costs, and ensures CEOs stay ahead of market trends without needing to hire expensive consultants. It also interacts with the user via a conversational interface, asking follow-up questions to gather specific requirements and refining recommendations accordingly. With freemium and subscription models, Consulaite offers both basic and premium insights","The project is built on OpenAI’s GPT-4 model, fine-tuned with a custom dataset of crypto and Web3 companies, tools, and platforms. The dataset is created by scraping data from sources like CoinTelegraph, Crunchbase, GitHub, and API integrations (e.g., CoinGecko, DefiLlama). The data is stored in a PostgreSQL database and indexed using a vector database (Pinecone or FAISS) for fast retrieval of relevant solutions based on user queries."
https://ethglobal.com/showcase/harvestreward-tjqc6,https://github.com/DarkBlue2021/ethglobalsg,"HarvestReward is a decentralized platform built on Hedera Hashgraph to digitize and optimize the agricultural supply chain. It enables farmers, cooperatives, buyers, and regulators to securely share information, track goods, and automate financial transactions, improving transparency and efficiency from farm to table.","HarvestReward is built using Hedera Hashgraph, leveraging its high throughput, low-cost, and eco-friendly consensus for secure, real-time tracking of agricultural products. Smart contracts are developed in Solidity for automation, while Worldcoin provides decentralized identity verification to ensure trust and inclusion for farmers. IoT devices collect real-time farm data, which is integrated into the blockchain through oracles like Chainlink, and tokenized assets are used for DeFi services, enabling loans, insurance, and payments. Hedera’s carbon-negative infrastructure also supports tokenizing sustainability efforts, such as carbon credits."
